heuristic,points,jaccard_index,time,exceptions
DistanceFromG,190,7.015139650221874E-4,277270,false
DistanceFromG,195,0.009212121212121211,174535,false
DistanceFromG,200,0.019844594311565367,216668,false
CuttingEdges,10,0.8174821585891382,1980505,false
CuttingEdges,15,0.8950271828082224,135760,false
CuttingEdges,20,0.8799903540410012,284495,false
CuttingEdges,25,0.9364512541938856,278539,false
CuttingEdges,30,0.860915670202283,221128,false
CuttingEdges,35,0.9570485360473331,382160,false
CuttingEdges,40,0.9523046564967065,1878385,false
CuttingEdges,45,0.90327459051698,190273,false
CuttingEdges,50,0.9355012459425002,278704,false
CuttingEdges,55,0.8803710730270656,179143,false
CuttingEdges,60,0.9533892065840863,273028,false
CuttingEdges,65,0.9281380144126302,513715,false
CuttingEdges,70,0.9082462900875689,196416,false
CuttingEdges,75,0.9315215154797293,234384,false
CuttingEdges,80,0.9292057422214507,1155812,false
CuttingEdges,85,0.9365468459959326,289583,false
CuttingEdges,90,0.9394618671990876,294499,false
CuttingEdges,95,0.9596400175752721,434175,false
CuttingEdges,100,0.9678901501973314,316936,false
CuttingEdges,105,0.9553301619300165,113579,false
CuttingEdges,110,0.9447466546751129,162425,false
CuttingEdges,115,0.9535969168276112,703966,false
CuttingEdges,120,0.9510518882711291,184970,false
CuttingEdges,125,0.9265838446548372,226990,false
CuttingEdges,130,0.9807171014723003,203894,false
CuttingEdges,135,0.0,213285,false
CuttingEdges,140,0.9622663919639252,211128,false
CuttingEdges,145,0.9816230994805294,137848,false
CuttingEdges,150,0.9543355204360813,187713,false
CuttingEdges,155,0.9490261267818098,500020,false
CuttingEdges,160,0.9597451670055908,239439,false
CuttingEdges,165,0.9500977322880374,258024,false
CuttingEdges,170,0.9618625806003199,2348422,false
CuttingEdges,175,0.9552720391802908,1933836,false
CuttingEdges,180,0.9615979375466229,423435,false
CuttingEdges,185,0.93542507054794,232374,false
CuttingEdges,190,0.974597810317925,204842,false
CuttingEdges,195,0.36901681204537323,181203,false
CuttingEdges,200,0.968102295898624,193168,false
CuttingEdges,10,0.8858920321241628,63305,false
CuttingEdges,15,0.9786551999647725,169370,false
CuttingEdges,20,0.9261036800349479,208191,false
