heuristic,points,hyperplane_budget,jaccard_index,time,exceptions,regularity
DistanceFromG,17,15,0.9870301407055456,892231,false,68
CuttingEdges,17,15,0.9993280628202565,23358,false,68
LessArea,17,15,0.9905922165346801,1904285,false,68
CuttingLargerAngle2,17,16,0.9996760113946181,5330,false,68
DistanceFromG,17,16,0.9996760113946181,1277076,false,68
CuttingEdges,17,16,0.9996760113946181,7573,false,68
LessArea,17,16,0.9996760113946181,3638259,false,68
CuttingLargerAngle2,18,3,0.4954954647985226,99873,false,53
DistanceFromG,18,3,1.4784863050908067E-4,50282,false,53
CuttingEdges,18,3,0.7236200327199247,130883,false,53
LessArea,18,3,0.0,3248757,false,53
CuttingLargerAngle2,18,4,0.7172364311307036,90260,false,53
DistanceFromG,18,4,0.04061711330706441,28431,false,53
CuttingEdges,18,4,0.8910419764718743,104586,false,53
LessArea,18,4,3.394837167686815E-5,2573062,false,53
CuttingLargerAngle2,18,5,0.7976272570001831,99307,false,53
DistanceFromG,18,5,0.06531127294232528,59267,false,53
CuttingEdges,18,5,0.9344088842221986,100712,false,53
LessArea,18,5,0.724431131037662,3666205,false,53
CuttingLargerAngle2,18,6,0.8785109208319433,120390,false,53
DistanceFromG,18,6,0.5513756799317834,65172,false,53
CuttingEdges,18,6,0.9541347076273213,126413,false,53
LessArea,18,6,0.7324222510199373,2923132,false,53
CuttingLargerAngle2,18,7,0.899906011369484,106239,false,53
DistanceFromG,18,7,0.6325205096995579,70294,false,53
CuttingEdges,18,7,0.9696898813388812,91457,false,53
LessArea,18,7,0.8014479633640699,2750083,false,53
CuttingLargerAngle2,18,8,0.9036975246208075,72819,false,53
DistanceFromG,18,8,0.6685061786974191,127799,false,53
CuttingEdges,18,8,0.9790493469230384,103866,false,53
LessArea,18,8,0.8228021824945924,2941040,false,53
CuttingLargerAngle2,18,9,0.9118536659443643,107696,false,53
DistanceFromG,18,9,0.8104477406666254,174777,false,53
CuttingEdges,18,9,0.985763421905654,118254,false,53
LessArea,18,9,0.8260676010753557,3131484,false,53
CuttingLargerAngle2,18,10,0.9210229481329877,67381,false,53
DistanceFromG,18,10,0.8532688300703485,212301,false,53
CuttingEdges,18,10,0.9902522577259907,87477,false,53
LessArea,18,10,0.8545386444501706,4848078,false,53
CuttingLargerAngle2,18,11,0.9484739990112818,57757,false,53
DistanceFromG,18,11,0.8671906697199128,281080,false,53
CuttingEdges,18,11,0.9935914573855085,69084,false,53
LessArea,18,11,0.862570428381271,4047144,false,53
CuttingLargerAngle2,18,12,0.9709413048578142,52032,false,53
DistanceFromG,18,12,0.8702095324544936,370274,false,53
CuttingEdges,18,12,0.9958625884428894,57811,false,53
LessArea,18,12,0.9106241596400139,3225673,false,53
CuttingLargerAngle2,18,13,0.9852621620666842,47198,false,53
DistanceFromG,18,13,0.8956945103459658,489820,false,53
CuttingEdges,18,13,0.997355946424373,50227,false,53
LessArea,18,13,0.9340892647356434,2590315,false,53
CuttingLargerAngle2,18,14,0.9895638591915626,40463,false,53
DistanceFromG,18,14,0.9030663118299534,694871,false,53
CuttingEdges,18,14,0.9981540998297088,46552,false,53
LessArea,18,14,0.9796131226086378,4503390,false,53
CuttingLargerAngle2,18,15,0.9921530359032571,34427,false,53
DistanceFromG,18,15,0.9806696511459988,1013378,false,53
CuttingEdges,18,15,0.9989653882570904,50667,false,53
LessArea,18,15,0.9894230377422489,2617608,false,53
CuttingLargerAngle2,18,16,0.9978351676605235,27532,false,53
DistanceFromG,18,16,0.9926281985160124,1061727,false,53
CuttingEdges,18,16,0.9994347943974998,38421,false,53
LessArea,18,16,0.9992144695029888,2564359,false,53
CuttingLargerAngle2,18,17,0.9986865540266403,25896,false,53
DistanceFromG,18,17,0.9999449865560897,1437642,false,53
CuttingEdges,18,17,0.9998611431745908,56023,false,53
LessArea,18,17,0.9998611431745908,3587333,false,53
CuttingLargerAngle2,18,3,0.3755821535852109,92400,false,67
DistanceFromG,18,3,0.003364863112688127,27623,false,67
CuttingEdges,18,3,0.37533739621246975,133661,false,67
LessArea,18,3,0.36731370795895235,2889535,false,67
CuttingLargerAngle2,18,4,0.7230741000847232,86295,false,67
DistanceFromG,18,4,0.13497402034730194,27652,false,67
CuttingEdges,18,4,0.869532897923017,105572,false,67
LessArea,18,4,0.3754135848993708,2743155,false,67
CuttingLargerAngle2,18,5,0.7756064991440023,88093,false,67
DistanceFromG,18,5,0.15341751816045718,54956,false,67
CuttingEdges,18,5,0.9057215769341388,125041,false,67
LessArea,18,5,0.38180304108923496,4486663,false,67
CuttingLargerAngle2,18,6,0.8666879171696954,87897,false,67
DistanceFromG,18,6,0.2747992625130847,70837,false,67
CuttingEdges,18,6,0.9383200209836507,152518,false,67
LessArea,18,6,0.9233943091912087,3273028,false,67
CuttingLargerAngle2,18,7,0.9346113020546927,76822,false,67
DistanceFromG,18,7,0.27531158189678345,70152,false,67
CuttingEdges,18,7,0.9673680679864293,98935,false,67
LessArea,18,7,0.9243009150498676,2763813,false,67
CuttingLargerAngle2,18,8,0.9533131890286654,80604,false,67
DistanceFromG,18,8,0.4333336495798665,124722,false,67
CuttingEdges,18,8,0.9796094417400699,81868,false,67
LessArea,18,8,0.930909737161328,5424186,false,67
CuttingLargerAngle2,18,9,0.9636991718690181,137059,false,67
DistanceFromG,18,9,0.622623011995231,155522,false,67
CuttingEdges,18,9,0.984633002470722,110657,false,67
LessArea,18,9,0.9398391686563928,3096540,false,67
CuttingLargerAngle2,18,10,0.969824740241937,72948,false,67
DistanceFromG,18,10,0.6381602041687618,204695,false,67
CuttingEdges,18,10,0.9896589349015524,78879,false,67
LessArea,18,10,0.9414829888517913,2932101,false,67
CuttingLargerAngle2,18,11,0.9869085713545578,63205,false,67
DistanceFromG,18,11,0.6850216154505406,291280,false,67
CuttingEdges,18,11,0.9947079281893809,72967,false,67
LessArea,18,11,0.9707643311772841,4506940,false,67
CuttingLargerAngle2,18,12,0.9937460442113923,55517,false,67
DistanceFromG,18,12,0.8556429450142152,385561,false,67
CuttingEdges,18,12,0.9959644305141452,87862,false,67
LessArea,18,12,0.9742699683401616,3221241,false,67
CuttingLargerAngle2,18,13,0.9959088601763529,92167,false,67
DistanceFromG,18,13,0.8675591143832085,488057,false,67
CuttingEdges,18,13,0.9966759517862285,60458,false,67
LessArea,18,13,0.9789070784219939,3475613,false,67
CuttingLargerAngle2,18,14,0.9963501577327523,71110,false,67
DistanceFromG,18,14,0.8894591868036646,771751,false,67
CuttingEdges,18,14,0.997333183184841,94782,false,67
LessArea,18,14,0.9796205893930683,3772558,false,67
CuttingLargerAngle2,18,15,0.9975399165281704,40447,false,67
DistanceFromG,18,15,0.8900315930286614,921831,false,67
CuttingEdges,18,15,0.9980801845922855,64397,false,67
LessArea,18,15,0.9920353907278744,2902524,false,67
CuttingLargerAngle2,18,16,0.9982774627296049,27958,false,67
DistanceFromG,18,16,0.9659687105680104,1137715,false,67
CuttingEdges,18,16,0.9985863779968313,31106,false,67
LessArea,18,16,0.9992011246648606,4960661,false,67
CuttingLargerAngle2,18,17,0.9989123286775649,36399,false,67
DistanceFromG,18,17,0.9993042576270758,1529059,false,67
CuttingEdges,18,17,0.9994687058243124,22444,false,67
LessArea,18,17,0.9994155929405056,2851556,false,67
CuttingLargerAngle2,18,3,0.5103624200748468,101464,false,72
DistanceFromG,18,3,0.09632617268033754,24051,false,72
CuttingEdges,18,3,0.5801172747510256,102831,false,72
LessArea,18,3,1.2545770475730673E-4,5798631,false,72
CuttingLargerAngle2,18,4,0.7128357812092349,121062,false,72
DistanceFromG,18,4,0.1299777572579287,52411,false,72
CuttingEdges,18,4,0.8760034373438348,177497,false,72
LessArea,18,4,0.0,5815057,false,72
CuttingLargerAngle2,18,5,0.8576271546174724,84962,false,72
DistanceFromG,18,5,0.19844533105679157,44110,false,72
CuttingEdges,18,5,0.9160339842053103,124347,false,72
LessArea,18,5,0.0,5789238,false,72
CuttingLargerAngle2,18,6,0.8909102752641815,126262,false,72
DistanceFromG,18,6,0.25549535109268195,74953,false,72
CuttingEdges,18,6,0.9519599766826574,161027,false,72
LessArea,18,6,0.6051004250360494,5881804,false,72
CuttingLargerAngle2,18,7,0.9137561639116745,77898,false,72
DistanceFromG,18,7,0.30342758913067464,75881,false,72
CuttingEdges,18,7,0.9750565161125603,111103,false,72
LessArea,18,7,0.9504966173719575,5534825,false,72
CuttingLargerAngle2,18,8,0.955304230520053,112336,false,72
DistanceFromG,18,8,0.5019106689664384,168288,false,72
CuttingEdges,18,8,0.9879496333776784,141706,false,72
LessArea,18,8,0.9542788331635838,6059150,false,72
CuttingLargerAngle2,18,9,0.9607992188750654,65904,false,72
DistanceFromG,18,9,0.5425632001672561,150180,false,72
CuttingEdges,18,9,0.9936296085918703,98086,false,72
LessArea,18,9,0.9772892631191068,6174016,false,72
CuttingLargerAngle2,18,10,0.9904684083312986,95558,false,72
DistanceFromG,18,10,0.863427821430853,202886,false,72
CuttingEdges,18,10,0.9958160614846188,87340,false,72
LessArea,18,10,0.9775761293506303,5967043,false,72
CuttingLargerAngle2,18,11,0.9912170122382243,54759,false,72
DistanceFromG,18,11,0.8709717697208332,280758,false,72
CuttingEdges,18,11,0.9966607866729734,80248,false,72
LessArea,18,11,0.979006216002145,6633075,false,72
CuttingLargerAngle2,18,12,0.9908404232859336,51413,false,72
DistanceFromG,18,12,0.966854790480006,475035,false,72
CuttingEdges,18,12,0.997506249786773,67314,false,72
LessArea,18,12,0.9798019958995039,5444249,false,72
CuttingLargerAngle2,18,13,0.9927049114913513,41837,false,72
DistanceFromG,18,13,0.9674092912261144,580625,false,72
CuttingEdges,18,13,0.9982784477227904,56245,false,72
LessArea,18,13,0.9822322893452663,5181958,false,72
CuttingLargerAngle2,18,14,0.9976167425012509,72859,false,72
DistanceFromG,18,14,0.9702601798788808,717936,false,72
CuttingEdges,18,14,0.99864463786072,37291,false,72
LessArea,18,14,0.9867664628942713,2550426,false,72
CuttingLargerAngle2,18,15,0.9984323195717763,27371,false,72
DistanceFromG,18,15,0.9893135222700273,902184,false,72
CuttingEdges,18,15,0.9991511001535444,29807,false,72
LessArea,18,15,0.9907138149403352,2131818,false,72
CuttingLargerAngle2,18,16,0.9991588425560712,19309,false,72
DistanceFromG,18,16,0.9996980728921714,1170302,false,72
CuttingEdges,18,16,0.9995035621592433,20697,false,72
LessArea,18,16,0.9990859404883158,3052133,false,72
CuttingLargerAngle2,18,17,0.999790973540734,8659,false,72
DistanceFromG,18,17,0.999790973540734,1436896,false,72
CuttingEdges,18,17,0.999790973540734,6871,false,72
LessArea,18,17,0.999790973540734,2608696,false,72
CuttingLargerAngle2,18,3,0.5561840443996322,94872,false,43
DistanceFromG,18,3,0.06750592763500654,22633,false,43
CuttingEdges,18,3,1.93105979798847E-4,107388,false,43
LessArea,18,3,1.8663897269042624E-4,2305031,false,43
CuttingLargerAngle2,18,4,0.8293772956831621,98627,false,43
DistanceFromG,18,4,0.5829071461228482,28505,false,43
CuttingEdges,18,4,0.9141188974653466,105159,false,43
LessArea,18,4,0.0017393949268799792,2343770,false,43
CuttingLargerAngle2,18,5,0.9083405040976328,96204,false,43
DistanceFromG,18,5,0.6421728636590786,40112,false,43
CuttingEdges,18,5,0.9636361269181176,100198,false,43
LessArea,18,5,0.0013446864190399387,3719611,false,43
CuttingLargerAngle2,18,6,0.9224478224403916,84294,false,43
DistanceFromG,18,6,0.6517953025486173,58983,false,43
CuttingEdges,18,6,0.9789810459267041,98111,false,43
LessArea,18,6,null,null,true,43
CuttingLargerAngle2,18,7,0.9614397059886314,71628,false,43
DistanceFromG,18,7,0.7512838778960351,71786,false,43
CuttingEdges,18,7,0.9841352548178552,81028,false,43
LessArea,18,7,0.0013052700277369881,2201948,false,43
CuttingLargerAngle2,18,8,0.969271150294231,63005,false,43
DistanceFromG,18,8,0.760566075852463,100453,false,43
CuttingEdges,18,8,0.9879597182800726,73294,false,43
LessArea,18,8,null,null,true,43
CuttingLargerAngle2,18,9,0.9733357371462473,106133,false,43
DistanceFromG,18,9,0.8759396497644895,167443,false,43
CuttingEdges,18,9,0.9909566108602059,84974,false,43
LessArea,18,9,0.5174123902903515,2867309,false,43
CuttingLargerAngle2,18,10,0.9767123885314921,75602,false,43
DistanceFromG,18,10,0.897901138743873,205233,false,43
CuttingEdges,18,10,0.9905636592439319,61881,false,43
LessArea,18,10,0.6896590156278722,2207753,false,43
CuttingLargerAngle2,18,11,0.9789548011139931,53290,false,43
DistanceFromG,18,11,0.9089137808210439,272861,false,43
CuttingEdges,18,11,0.9929206876407641,55398,false,43
LessArea,18,11,0.9029891966389891,2290511,false,43
CuttingLargerAngle2,18,12,0.9916218606061389,53379,false,43
DistanceFromG,18,12,0.9657287003859608,403026,false,43
CuttingEdges,18,12,0.9949386744311451,49273,false,43
LessArea,18,12,0.9889550452119693,3643812,false,43
CuttingLargerAngle2,18,13,0.9921742506059936,55334,false,43
DistanceFromG,18,13,0.9732831123539356,530832,false,43
CuttingEdges,18,13,0.9969395641447643,56299,false,43
LessArea,18,13,0.9918751062504647,2450846,false,43
CuttingLargerAngle2,18,14,0.9959591920750361,35068,false,43
DistanceFromG,18,14,0.9919485172938087,652533,false,43
CuttingEdges,18,14,0.997602945807024,52068,false,43
LessArea,18,14,0.9925341179634539,2478372,false,43
CuttingLargerAngle2,18,15,0.9970778897441352,32860,false,43
DistanceFromG,18,15,0.9972195936247356,1191867,false,43
CuttingEdges,18,15,0.9980433829947326,62079,false,43
LessArea,18,15,0.9930857518129687,3514227,false,43
CuttingLargerAngle2,18,16,0.9980539762783374,22882,false,43
DistanceFromG,18,16,0.9972887050642736,1255648,false,43
CuttingEdges,18,16,0.9983625905094045,31412,false,43
LessArea,18,16,0.9966292690171228,2642123,false,43
CuttingLargerAngle2,18,17,0.998639036267557,5321,false,43
DistanceFromG,18,17,1.0,1617877,false,43
CuttingEdges,18,17,0.998639036267557,6096,false,43
LessArea,18,17,0.998639036267557,2941239,false,43
CuttingLargerAngle2,18,3,0.44614908753479743,116191,false,57
DistanceFromG,18,3,0.05383928021199236,38408,false,57
CuttingEdges,18,3,0.4791099042363467,157651,false,57
LessArea,18,3,0.0,3548875,false,57
CuttingLargerAngle2,18,4,0.6820417273936804,84607,false,57
DistanceFromG,18,4,0.14051888827263204,111608,false,57
CuttingEdges,18,4,0.8739499629819746,149097,false,57
LessArea,18,4,1.938731002395828E-4,3018755,false,57
CuttingLargerAngle2,18,5,0.7980950915810487,79862,false,57
DistanceFromG,18,5,0.22586738152461946,36325,false,57
CuttingEdges,18,5,0.9146703244281288,121582,false,57
LessArea,18,5,2.0289520014110847E-4,2812012,false,57
CuttingLargerAngle2,18,6,0.8629187475568982,125448,false,57
DistanceFromG,18,6,0.234186849078696,53267,false,57
CuttingEdges,18,6,0.9433764234282194,125813,false,57
LessArea,18,6,1.8759840158598574E-4,4379062,false,57
CuttingLargerAngle2,18,7,0.8888611858828089,3084008,false,57
DistanceFromG,18,7,0.32057681641708263,71012,false,57
CuttingEdges,18,7,0.9687382133367906,91934,false,57
LessArea,18,7,1.7830228968402308E-4,2847519,false,57
CuttingLargerAngle2,18,8,0.9160533362320188,72220,false,57
DistanceFromG,18,8,0.3875916682073088,98533,false,57
CuttingEdges,18,8,0.9838452495205781,83835,false,57
LessArea,18,8,0.8356977199800875,3569379,false,57
CuttingLargerAngle2,18,9,0.9719188844096749,106523,false,57
DistanceFromG,18,9,0.8264343378320084,200724,false,57
CuttingEdges,18,9,0.9905805967870284,108061,false,57
LessArea,18,9,0.854618913248841,3468538,false,57
CuttingLargerAngle2,18,10,0.9760220552272074,90751,false,57
DistanceFromG,18,10,0.830372219140938,198834,false,57
CuttingEdges,18,10,0.9936848339484792,76406,false,57
LessArea,18,10,0.9304332572863966,3404675,false,57
CuttingLargerAngle2,18,11,0.9772964953565841,59106,false,57
DistanceFromG,18,11,0.8859185308436557,287438,false,57
CuttingEdges,18,11,0.9954610907868605,71504,false,57
LessArea,18,11,0.9384188319996639,4780764,false,57
CuttingLargerAngle2,18,12,0.9826259170255259,51796,false,57
DistanceFromG,18,12,0.9299192703518827,448804,false,57
CuttingEdges,18,12,0.9963274469680264,61845,false,57
LessArea,18,12,0.9636810394418499,3548853,false,57
CuttingLargerAngle2,18,13,0.9951086547146977,46890,false,57
DistanceFromG,18,13,0.9469710975534603,491185,false,57
CuttingEdges,18,13,0.9970511435796015,56456,false,57
LessArea,18,13,0.9785343877627951,3276742,false,57
CuttingLargerAngle2,18,14,0.9955562967750224,53495,false,57
DistanceFromG,18,14,0.9560547236088002,677693,false,57
CuttingEdges,18,14,0.9979546916844556,89055,false,57
LessArea,18,14,0.9822557614210556,3853775,false,57
CuttingLargerAngle2,18,15,0.9973141681099758,35756,false,57
DistanceFromG,18,15,0.9607752511246688,864635,false,57
CuttingEdges,18,15,0.9984097490164131,41197,false,57
LessArea,18,15,0.9826790854830273,2869576,false,57
CuttingLargerAngle2,18,16,0.9986655933865445,37337,false,57
DistanceFromG,18,16,0.9717261354532569,1105558,false,57
CuttingEdges,18,16,0.9988376514775845,34430,false,57
LessArea,18,16,0.9901789613341606,4573638,false,57
CuttingLargerAngle2,18,17,0.9992836560777016,20234,false,57
DistanceFromG,18,17,0.9904480187342084,1403367,false,57
CuttingEdges,18,17,0.9996035543110318,40221,false,57
LessArea,18,17,0.996630008858382,2887822,false,57
CuttingLargerAngle2,19,3,0.47828094848957226,83554,false,49
DistanceFromG,19,3,0.08395461447067565,21054,false,49
CuttingEdges,19,3,0.5420948152714682,109597,false,49
LessArea,19,3,0.6536122373036278,2739874,false,49
CuttingLargerAngle2,19,4,0.6825846688869974,82853,false,49
DistanceFromG,19,4,0.19312181656981023,38067,false,49
CuttingEdges,19,4,0.8678459187034131,109107,false,49
LessArea,19,4,0.6609900817780117,4420715,false,49
CuttingLargerAngle2,19,5,0.828498615703191,80617,false,49
DistanceFromG,19,5,0.30381814200745894,38803,false,49
CuttingEdges,19,5,0.9279557858151727,109613,false,49
LessArea,19,5,0.6618582836942095,3497953,false,49
CuttingLargerAngle2,19,6,0.9043116785446004,85942,false,49
DistanceFromG,19,6,0.3397274140227071,60888,false,49
CuttingEdges,19,6,0.9485836202482912,104245,false,49
LessArea,19,6,0.6856774071118942,2738136,false,49
CuttingLargerAngle2,19,7,0.9348074769464909,80441,false,49
DistanceFromG,19,7,0.4380328151304242,78779,false,49
CuttingEdges,19,7,0.9665943018471913,96245,false,49
LessArea,19,7,0.6919221248686401,3819803,false,49
CuttingLargerAngle2,19,8,0.9557731203320002,113480,false,49
DistanceFromG,19,8,0.8441765886191586,100162,false,49
CuttingEdges,19,8,0.977194394545686,84965,false,49
LessArea,19,8,0.6919566289365029,3398085,false,49
CuttingLargerAngle2,19,9,0.9624191641379614,73133,false,49
DistanceFromG,19,9,0.8802114928335804,149440,false,49
CuttingEdges,19,9,0.9843491521532695,86049,false,49
LessArea,19,9,0.7554588734347304,2721328,false,49
CuttingLargerAngle2,19,10,0.9697286948705223,74797,false,49
DistanceFromG,19,10,0.9011884806041832,203979,false,49
CuttingEdges,19,10,0.9891699544681904,127809,false,49
LessArea,19,10,0.7953800270494029,3820590,false,49
CuttingLargerAngle2,19,11,0.9770058081094491,78482,false,49
DistanceFromG,19,11,0.9397719237161286,290306,false,49
CuttingEdges,19,11,0.9926211355922624,75343,false,49
LessArea,19,11,0.8006555776224007,3508205,false,49
CuttingLargerAngle2,19,12,0.9917533519781955,51940,false,49
DistanceFromG,19,12,0.9499337738835785,369640,false,49
CuttingEdges,19,12,0.9946923742025798,56722,false,49
LessArea,19,12,0.9692305311497676,2781238,false,49
CuttingLargerAngle2,19,13,0.9925745133772522,46651,false,49
DistanceFromG,19,13,0.9514413602736628,527048,false,49
CuttingEdges,19,13,0.9962053765604305,53889,false,49
LessArea,19,13,0.9759646967990702,4529071,false,49
CuttingLargerAngle2,19,14,0.9951396519029134,38770,false,49
DistanceFromG,19,14,0.9806741782756802,645273,false,49
CuttingEdges,19,14,0.9973210041934341,47203,false,49
LessArea,19,14,0.9870380695859056,3284319,false,49
CuttingLargerAngle2,19,15,0.9965296696355093,36424,false,49
DistanceFromG,19,15,0.9825371243148558,828355,false,49
CuttingEdges,19,15,0.998174820274918,38425,false,49
LessArea,19,15,0.9931949367356243,2797880,false,49
CuttingLargerAngle2,19,16,0.9971718958018253,29124,false,49
DistanceFromG,19,16,0.9901092041443045,1176875,false,49
CuttingEdges,19,16,0.9987051475025279,65608,false,49
LessArea,19,16,0.9941884027030159,4117345,false,49
CuttingLargerAngle2,19,17,0.9991974323169845,55726,false,49
DistanceFromG,19,17,0.9962438653388055,1402101,false,49
CuttingEdges,19,17,0.9992013590255672,21806,false,49
LessArea,19,17,0.997906723827662,2831637,false,49
CuttingLargerAngle2,19,18,0.9994511092615447,17442,false,49
DistanceFromG,19,18,0.9994511092615447,1986359,false,49
CuttingEdges,19,18,0.9994511092615447,12634,false,49
LessArea,19,18,0.9994511092615447,4931479,false,49
CuttingLargerAngle2,19,3,0.4502503709198813,110697,false,64
DistanceFromG,19,3,0.029882972751219934,50793,false,64
CuttingEdges,19,3,0.6666856053598043,130197,false,64
LessArea,19,3,0.0,6737527,false,64
CuttingLargerAngle2,19,4,0.6800049135096848,90260,false,64
DistanceFromG,19,4,0.1574403486568275,27681,false,64
CuttingEdges,19,4,0.8111755103666473,116224,false,64
LessArea,19,4,0.668644705895737,5210568,false,64
CuttingLargerAngle2,19,5,0.7833670279213433,174798,false,64
DistanceFromG,19,5,0.22664354689228378,37252,false,64
CuttingEdges,19,5,0.8847991259129823,112017,false,64
LessArea,19,5,0.7179933748485412,4520357,false,64
CuttingLargerAngle2,19,6,0.8653513158901476,160509,false,64
DistanceFromG,19,6,0.3795828475191087,60441,false,64
CuttingEdges,19,6,0.9367730615465634,109824,false,64
LessArea,19,6,0.7963217156595365,3489374,false,64
CuttingLargerAngle2,19,7,0.9460921361390991,98459,false,64
DistanceFromG,19,7,0.5521673127580629,122295,false,64
CuttingEdges,19,7,0.9685718828186781,238193,false,64
LessArea,19,7,0.8039122075427145,5258654,false,64
CuttingLargerAngle2,19,8,0.9570744181114403,82583,false,64
DistanceFromG,19,8,0.6823190196684172,103621,false,64
CuttingEdges,19,8,0.9799570586408594,173849,false,64
LessArea,19,8,0.8161361237094298,3548757,false,64
CuttingLargerAngle2,19,9,0.9631988238368175,75345,false,64
DistanceFromG,19,9,0.7841490029597298,142943,false,64
CuttingEdges,19,9,0.986830606076658,88476,false,64
LessArea,19,9,0.8484115684102392,4833564,false,64
CuttingLargerAngle2,19,10,0.9711084652235799,102080,false,64
DistanceFromG,19,10,0.7872382831574437,202157,false,64
CuttingEdges,19,10,0.9908180207542124,122154,false,64
LessArea,19,10,0.898563061422084,4153235,false,64
CuttingLargerAngle2,19,11,0.9757338707019451,66931,false,64
DistanceFromG,19,11,0.8574446670054909,271619,false,64
CuttingEdges,19,11,0.9948161449340343,76796,false,64
LessArea,19,11,0.8989826045960235,3595793,false,64
CuttingLargerAngle2,19,12,0.9796808572573119,64701,false,64
DistanceFromG,19,12,0.9090157154673284,395874,false,64
CuttingEdges,19,12,0.9960980447610239,86184,false,64
LessArea,19,12,0.9101105021418836,4648342,false,64
CuttingLargerAngle2,19,13,0.9871758730744487,52689,false,64
DistanceFromG,19,13,0.9109490069458978,521487,false,64
CuttingEdges,19,13,0.9973606894133783,81696,false,64
LessArea,19,13,0.9518275752296509,3390285,false,64
CuttingLargerAngle2,19,14,0.9959736865392089,48645,false,64
DistanceFromG,19,14,0.9386196564587548,646725,false,64
CuttingEdges,19,14,0.9978390139825565,51711,false,64
LessArea,19,14,0.9523346943292611,4371143,false,64
CuttingLargerAngle2,19,15,0.996771749717337,75071,false,64
DistanceFromG,19,15,0.9519301357622384,890038,false,64
CuttingEdges,19,15,0.9987284796841812,49763,false,64
LessArea,19,15,0.9590738082806501,4087303,false,64
CuttingLargerAngle2,19,16,0.9974570510776835,36161,false,64
DistanceFromG,19,16,0.9909613640666886,1136060,false,64
CuttingEdges,19,16,0.9989549719860275,37270,false,64
LessArea,19,16,0.9814861456723177,3715625,false,64
CuttingLargerAngle2,19,17,0.9991277871506707,42365,false,64
DistanceFromG,19,17,0.9965918263625221,1365760,false,64
CuttingEdges,19,17,0.9991757015324733,49634,false,64
LessArea,19,17,0.9876725309292367,3816514,false,64
CuttingLargerAngle2,19,18,0.9995894903371525,19474,false,64
DistanceFromG,19,18,0.9994618673203982,1668601,false,64
CuttingEdges,19,18,0.9997119611834916,19068,false,64
LessArea,19,18,0.9878896107042358,3283082,false,64
CuttingLargerAngle2,19,3,0.4062138037145673,100642,false,47
DistanceFromG,19,3,0.012937730080931744,24474,false,47
CuttingEdges,19,3,0.6587939677475638,129778,false,47
LessArea,19,3,0.0,5134699,false,47
CuttingLargerAngle2,19,4,0.7513663459206813,199533,false,47
DistanceFromG,19,4,0.024729931977614323,29521,false,47
CuttingEdges,19,4,0.8267759516334287,122543,false,47
LessArea,19,4,1.040538380060816E-4,3577129,false,47
CuttingLargerAngle2,19,5,0.8427603664630785,90203,false,47
DistanceFromG,19,5,0.10844569912684508,35024,false,47
CuttingEdges,19,5,0.9002927256233597,108401,false,47
LessArea,19,5,1.2044491143366828E-4,3154383,false,47
CuttingLargerAngle2,19,6,0.8897718676422633,103295,false,47
DistanceFromG,19,6,0.3801238447188668,68526,false,47
CuttingEdges,19,6,0.9489130600387203,111502,false,47
LessArea,19,6,0.6415866017946901,5075034,false,47
CuttingLargerAngle2,19,7,0.9398917563517395,183183,false,47
DistanceFromG,19,7,0.409198272132101,73976,false,47
CuttingEdges,19,7,0.9605118717125563,106012,false,47
LessArea,19,7,0.6459313073286146,3458960,false,47
CuttingLargerAngle2,19,8,0.9606018289491841,88704,false,47
DistanceFromG,19,8,0.41018420660647026,107802,false,47
CuttingEdges,19,8,0.9715199541882558,103247,false,47
LessArea,19,8,0.6505236860312604,3117695,false,47
CuttingLargerAngle2,19,9,0.9693037219940657,78188,false,47
DistanceFromG,19,9,0.5132037195973983,195628,false,47
CuttingEdges,19,9,0.9800860533368331,114447,false,47
LessArea,19,9,0.6597829876564949,4931480,false,47
CuttingLargerAngle2,19,10,0.9705889897609491,140561,false,47
DistanceFromG,19,10,0.6919273955015853,208819,false,47
CuttingEdges,19,10,0.9878842931255689,114739,false,47
LessArea,19,10,0.7819669776236957,3469601,false,47
CuttingLargerAngle2,19,11,0.9816174048061497,75298,false,47
DistanceFromG,19,11,0.7568820354227105,276841,false,47
CuttingEdges,19,11,0.9928498581216832,84795,false,47
LessArea,19,11,0.9504825497813428,7786415,false,47
CuttingLargerAngle2,19,12,0.9853618873659002,121868,false,47
DistanceFromG,19,12,0.941826319485328,396592,false,47
CuttingEdges,19,12,0.9950772295056812,92568,false,47
LessArea,19,12,0.9519370782131263,3329516,false,47
CuttingLargerAngle2,19,13,0.988800389850065,55043,false,47
DistanceFromG,19,13,0.956232311697155,491544,false,47
CuttingEdges,19,13,0.9967270215476373,58703,false,47
LessArea,19,13,0.9726971844121224,3299418,false,47
CuttingLargerAngle2,19,14,0.9891923670416111,56093,false,47
DistanceFromG,19,14,0.9605165161757091,696970,false,47
CuttingEdges,19,14,0.997352805689714,80376,false,47
LessArea,19,14,0.9878215463753663,4197086,false,47
CuttingLargerAngle2,19,15,0.9902880313910521,67334,false,47
DistanceFromG,19,15,0.9636055410936071,837213,false,47
CuttingEdges,19,15,0.9980601788017334,46313,false,47
LessArea,19,15,0.995758855985525,3161516,false,47
CuttingLargerAngle2,19,16,0.9973346404288278,35948,false,47
DistanceFromG,19,16,0.9704822567259882,1060289,false,47
CuttingEdges,19,16,0.9987151430486912,42981,false,47
LessArea,19,16,0.9979738715994227,5159289,false,47
