heuristic;points;hyperplane_budget;jaccard_index;time;exceptions
CuttingEdges;23;12;0.9956096171685741;31802;false
LessArea;23;12;0.9555246785735324;4916857;false
DistanceFromG2;23;12;0.9886836833457132;1090929;false
CuttingSmallerAngle;23;13;0.5736261571794367;25757;false
CuttingSmallerAngle2;23;13;0.46360323947968207;32014;false
CuttingLargerAngle;23;13;0.9791412251329525;23926;false
CuttingLargerAngle2;23;13;0.9838997060140067;25960;false
DistanceFromG;23;13;0.9269591153380793;763380;false
CuttingEdges;23;13;0.9967506421496424;31524;false
LessArea;23;13;0.9559484796978154;5055288;false
DistanceFromG2;23;13;0.9914622482277484;1164998;false
CuttingSmallerAngle;23;14;0.6153831002560567;19600;false
CuttingSmallerAngle2;23;14;0.6476649419999376;22832;false
CuttingLargerAngle;23;14;0.9835476518754045;18403;false
CuttingLargerAngle2;23;14;0.9863779252676231;26134;false
DistanceFromG;23;14;0.9372098258251499;839657;false
CuttingEdges;23;14;0.9973032826922531;59267;false
LessArea;23;14;0.9594326463169639;6038448;false
DistanceFromG2;23;14;0.9958334974427071;1591944;false
CuttingSmallerAngle;23;15;0.7518935557206203;18440;false
CuttingSmallerAngle2;23;15;0.7875303246341765;20671;false
CuttingLargerAngle;23;15;0.9910999183995047;16322;false
CuttingLargerAngle2;23;15;0.9901831973227412;18821;false
DistanceFromG;23;15;0.9513238976898618;1063568;false
CuttingEdges;23;15;0.9977391807218031;52142;false
LessArea;23;15;0.9598729382775628;4421697;false
DistanceFromG2;23;15;0.9968265935957958;1671433;false
CuttingSmallerAngle;23;16;0.8742290724109213;27246;false
CuttingSmallerAngle2;23;16;0.8747612351400196;18393;false
CuttingLargerAngle;23;16;0.9941585300655618;16053;false
CuttingLargerAngle2;23;16;0.9934253109751123;19047;false
DistanceFromG;23;16;0.9784630968794845;1516488;false
CuttingEdges;23;16;0.997900126872848;36749;false
LessArea;23;16;0.987243076496532;5765874;false
DistanceFromG2;23;16;0.9971641900217749;1926821;false
CuttingSmallerAngle;23;17;0.8930323902131586;24750;false
CuttingSmallerAngle2;23;17;0.9604120537273361;15837;false
CuttingLargerAngle;23;17;0.9990491034001586;12103;false
CuttingLargerAngle2;23;17;0.9983580242592169;14002;false
DistanceFromG;23;17;0.9794479304426124;1800689;false
CuttingEdges;23;17;0.9982165978631109;18394;false
LessArea;23;17;0.9958553666629517;5326141;false
DistanceFromG2;23;17;0.9981488462642142;2673982;false
CuttingSmallerAngle;23;18;0.9381203997569045;17262;false
CuttingSmallerAngle2;23;18;0.9832416039654972;13657;false
CuttingLargerAngle;23;18;0.9992741676841448;10437;false
CuttingLargerAngle2;23;18;0.9990148725028338;11603;false
DistanceFromG;23;18;0.9872027912996989;2210601;false
CuttingEdges;23;18;0.9987508932238771;13583;false
LessArea;23;18;0.9960183958593037;4403295;false
DistanceFromG2;23;18;0.9991109960782548;3543905;false
CuttingSmallerAngle;23;19;0.9790724109212866;11355;false
CuttingSmallerAngle2;23;19;0.9875709876087516;16017;false
CuttingLargerAngle;23;19;0.9993754922921121;11076;false
CuttingLargerAngle2;23;19;0.9993553293071156;10275;false
DistanceFromG;23;19;0.9882495286867948;2993922;false
CuttingEdges;23;19;0.9992797942912445;13249;false
LessArea;23;19;0.9961774032374634;4485574;false
DistanceFromG2;23;19;0.9990885563182176;3583577;false
CuttingSmallerAngle;23;20;0.989259592663441;16587;false
CuttingSmallerAngle2;23;20;0.9976413123286205;10091;false
CuttingLargerAngle;23;20;0.9997130640261056;5413;false
CuttingLargerAngle2;23;20;0.9994683245189603;6239;false
DistanceFromG;23;20;0.9912996989223107;3638846;false
CuttingEdges;23;20;0.9993979530403372;9114;false
LessArea;23;20;0.9967100135355303;5137104;false
DistanceFromG2;23;20;0.9990885563182176;4148882;false
CuttingSmallerAngle;23;21;0.9997468211995049;12399;false
CuttingSmallerAngle2;23;21;0.9997468211995049;1439;false
CuttingLargerAngle;23;21;0.9997468211995049;1322;false
CuttingLargerAngle2;23;21;0.9997468211995049;1477;false
DistanceFromG;23;21;0.9997468211995049;5253573;false
CuttingEdges;23;21;0.9997468211995049;13479;false
LessArea;23;21;0.9997468211995049;5422173;false
DistanceFromG2;23;21;0.9997468211995049;6536067;false
CuttingSmallerAngle;23;22;0.9997468211995049;2016;false
CuttingSmallerAngle2;23;22;0.9997468211995049;1513;false
CuttingLargerAngle;23;22;0.9997468211995049;2038;false
CuttingLargerAngle2;23;22;0.9997468211995049;1302;false
DistanceFromG;23;22;0.9997468211995049;5201128;false
CuttingEdges;23;22;0.9997468211995049;4513;false
LessArea;22;23;null;null;true
DistanceFromG2;23;22;0.9997468211995049;6784060;false
CuttingSmallerAngle;23;3;0.0027884336417265724;32768;false
CuttingSmallerAngle2;23;3;0.00451728635781458;48785;false
CuttingLargerAngle;23;3;0.6232971213049224;36049;false
CuttingLargerAngle2;23;3;0.4965791251396684;42080;false
DistanceFromG;23;3;0.05596209019696335;21170;false
CuttingEdges;23;3;0.7372517258592748;80248;false
LessArea;23;3;0.0;5005772;false
DistanceFromG2;23;3;0.619876857612585;60128;false
CuttingSmallerAngle;23;4;0.02101479642822604;30005;false
CuttingSmallerAngle2;23;4;1.8642634505313402E-6;38495;false
CuttingLargerAngle;23;4;0.7100673737145804;32634;false
CuttingLargerAngle2;23;4;0.7093606395199652;36566;false
DistanceFromG;23;4;0.08355952419328842;15908;false
CuttingEdges;23;4;0.8987349287994593;50435;false
LessArea;23;4;6.853244939909001E-4;5094577;false
DistanceFromG2;23;4;0.7384803842558267;108020;false
CuttingSmallerAngle;23;5;0.05086117137358687;29162;false
CuttingSmallerAngle2;23;5;4.0273783604959844E-10;36393;false
CuttingLargerAngle;23;5;0.7352277489442636;40704;false
CuttingLargerAngle2;23;5;0.7947810332884114;48102;false
DistanceFromG;23;5;0.14293404333503099;49430;false
CuttingEdges;23;5;0.9393514205612333;94448;false
LessArea;23;5;0.7539376906912877;7515232;false
DistanceFromG2;23;5;0.8698333387060379;180432;false
CuttingSmallerAngle;23;6;0.11378486672232663;76076;false
CuttingSmallerAngle2;23;6;0.04962751682271834;51827;false
CuttingLargerAngle;23;6;0.8396537829212469;31117;false
CuttingLargerAngle2;23;6;0.8672338641097366;36592;false
DistanceFromG;23;6;0.2167718560828278;51373;false
CuttingEdges;23;6;0.9693198355708394;46551;false
LessArea;23;6;0.7683107175128364;4398329;false
DistanceFromG2;23;6;0.8949743721994777;301296;false
CuttingSmallerAngle;23;7;0.15494959979627165;27924;false
CuttingSmallerAngle2;7;23;null;null;true
CuttingLargerAngle;23;7;0.9264852841623417;30014;false
CuttingLargerAngle2;23;7;0.9373518914143434;60663;false
DistanceFromG;23;7;0.2183480856385825;94136;false
CuttingEdges;23;7;0.9789585751001348;61180;false
LessArea;23;7;0.7917715463726606;6983529;false
DistanceFromG2;23;7;0.9022200588620224;537842;false
CuttingSmallerAngle;23;8;0.18861635564782073;26362;false
CuttingSmallerAngle2;23;8;0.0;126638;false
CuttingLargerAngle;23;8;0.9546210631507689;28781;false
CuttingLargerAngle2;23;8;0.9599119059276435;32042;false
DistanceFromG;23;8;0.7481997459981821;119497;false
CuttingEdges;23;8;0.9836689276529186;53746;false
LessArea;23;8;0.8086383089003176;4366051;false
DistanceFromG2;23;8;0.9263821282357113;435217;false
CuttingSmallerAngle;23;9;0.2164355918598916;36671;false
CuttingSmallerAngle2;23;9;0.011727258805655186;30887;false
CuttingLargerAngle;23;9;0.9581970040326611;27660;false
CuttingLargerAngle2;23;9;0.9637014712768215;32937;false
DistanceFromG;23;9;0.7759046397235635;176603;false
CuttingEdges;23;9;0.9868549890022633;80208;false
LessArea;23;9;0.8097655630566813;6926645;false
DistanceFromG2;23;9;0.9270752071177589;550395;false
CuttingSmallerAngle;23;10;0.25879303842149204;24918;false
CuttingSmallerAngle2;23;10;0.09806424384120821;29188;false
CuttingLargerAngle;23;10;0.9725546955840589;26450;false
CuttingLargerAngle2;23;10;0.9822862298084862;29541;false
DistanceFromG;23;10;0.8246549378855961;240205;false
CuttingEdges;23;10;0.9900618228102656;37445;false
LessArea;23;10;0.8256105202545083;5135548;false
DistanceFromG2;23;10;0.9718831489068176;815920;false
CuttingSmallerAngle;23;11;0.2914798350831837;55613;false
CuttingSmallerAngle2;23;11;0.0;29490;false
CuttingLargerAngle;23;11;0.9762424367458907;25679;false
CuttingLargerAngle2;23;11;0.9839300109711412;30580;false
DistanceFromG;23;11;0.8652436547896104;391573;false
CuttingEdges;23;11;0.9921573081206484;63438;false
LessArea;23;11;0.8902957110163565;6426624;false
DistanceFromG2;23;11;0.9593145818962461;675703;false
CuttingSmallerAngle;23;12;0.350277386474629;32822;false
CuttingSmallerAngle2;23;12;0.043315661788343944;43069;false
CuttingLargerAngle;23;12;0.9843335471621478;22304;false
CuttingLargerAngle2;23;12;0.9873128729109999;25179;false
DistanceFromG;23;12;0.8844871935377812;509905;false
CuttingEdges;23;12;0.9937106974107425;31216;false
LessArea;23;12;0.910515104919935;4385658;false
DistanceFromG2;23;12;0.9738294319771528;1233375;false
CuttingSmallerAngle;23;13;0.38319305518395186;21882;false
CuttingSmallerAngle2;23;13;0.15750152293566205;29521;false
CuttingLargerAngle;23;13;0.9919894783329088;25709;false
CuttingLargerAngle2;23;13;0.9919297158855305;25272;false
DistanceFromG;23;13;0.921388371358394;709344;false
CuttingEdges;23;13;0.9948317553600703;74225;false
LessArea;23;13;0.9667967677795433;4762274;false
DistanceFromG2;23;13;0.9839830579498057;1228548;false
CuttingSmallerAngle;23;14;0.4769080998140012;19075;false
CuttingSmallerAngle2;23;14;0.3575277947498991;21464;false
CuttingLargerAngle;23;14;0.993246662819897;18978;false
CuttingLargerAngle2;23;14;0.9923112363977329;21638;false
DistanceFromG;23;14;0.9633446256297523;1052580;false
CuttingEdges;23;14;0.9966111937147885;25496;false
LessArea;23;14;0.9675141841665948;4845499;false
DistanceFromG2;23;14;0.9883155353418793;2370623;false
CuttingSmallerAngle;23;15;0.5985809933046867;18584;false
CuttingSmallerAngle2;23;15;0.5820369281101261;22311;false
CuttingLargerAngle;23;15;0.9935367823168944;18654;false
CuttingLargerAngle2;23;15;0.993121093422741;22818;false
DistanceFromG;23;15;0.9633542955315384;1338017;false
CuttingEdges;23;15;0.9973408129610754;85068;false
LessArea;23;15;0.982827914483783;4277934;false
DistanceFromG2;23;15;0.9897015545978771;2109710;false
CuttingSmallerAngle;23;16;0.6074747676626362;25946;false
CuttingSmallerAngle2;23;16;0.7879189315405144;17560;false
CuttingLargerAngle;23;16;0.9962219994391023;23436;false
CuttingLargerAngle2;23;16;0.9934899524525067;18357;false
DistanceFromG;23;16;0.9786907597641833;1863579;false
CuttingEdges;23;16;0.9982039205794908;39002;false
LessArea;23;16;0.9846789294097577;6143202;false
DistanceFromG2;23;16;0.9938112628569402;2662916;false
CuttingSmallerAngle;23;17;0.6781704419809359;13225;false
CuttingSmallerAngle2;23;17;0.9309642768672096;14683;false
CuttingLargerAngle;23;17;0.9963444943378345;12711;false
CuttingLargerAngle2;23;17;0.9969580130910743;14714;false
DistanceFromG;23;17;0.9886700984073672;1944322;false
CuttingEdges;23;17;0.9989088510198918;16382;false
LessArea;23;17;0.9904502416033685;6177981;false
DistanceFromG2;23;17;0.9977307963808781;3076453;false
CuttingSmallerAngle;23;18;0.7432539158073219;22051;false
CuttingSmallerAngle2;23;18;0.9686694740876782;13595;false
CuttingLargerAngle;23;18;0.9968409210326965;10577;false
CuttingLargerAngle2;23;18;0.9981026613139554;12409;false
DistanceFromG;23;18;0.990056117663365;2433634;false
CuttingEdges;23;18;0.9991250925740087;15393;false
LessArea;23;18;0.9946121431219359;4570446;false
DistanceFromG2;23;18;0.9990233399196109;3953820;false
CuttingSmallerAngle;23;19;0.813495069580326;10000;false
CuttingSmallerAngle2;23;19;0.9908136765355984;11383;false
CuttingLargerAngle;23;19;0.9983142137886353;8334;false
CuttingLargerAngle2;23;19;0.9985662444953254;21582;false
DistanceFromG;23;19;0.9942270686337396;3158043;false
CuttingEdges;23;19;0.9993183100380969;11107;false
LessArea;23;19;0.998683699655069;4471834;false
DistanceFromG2;23;19;0.9994069126904568;5018304;false
CuttingSmallerAngle;23;20;0.9381819822898165;26339;false
CuttingSmallerAngle2;23;20;0.9956836373741375;11465;false
CuttingLargerAngle;23;20;0.9998904077797584;8886;false
CuttingLargerAngle2;23;20;0.9994326990952195;20408;false
DistanceFromG;23;20;0.9994036893898615;3921944;false
CuttingEdges;23;20;0.9994778253035543;7908;false
LessArea;23;20;0.9988430540026475;4418402;false
DistanceFromG2;23;20;0.9997775922589213;5716441;false
CuttingSmallerAngle;23;21;0.9999000776815443;3566;false
CuttingSmallerAngle2;23;21;0.9999000776815443;1403;false
CuttingLargerAngle;23;21;0.9999000776815443;1274;false
CuttingLargerAngle2;23;21;0.9999000776815443;1403;false
DistanceFromG;23;21;0.9999000776815443;4559406;false
CuttingEdges;23;21;0.9999000776815443;2091;false
LessArea;23;21;0.9999000776815443;4470942;false
DistanceFromG2;23;21;0.9999000776815443;7057525;false
CuttingSmallerAngle;23;22;0.9999000776815443;1960;false
CuttingSmallerAngle2;23;22;0.9999000776815443;1511;false
CuttingLargerAngle;23;22;0.9999000776815443;1251;false
CuttingLargerAngle2;23;22;0.9999000776815443;1410;false
DistanceFromG;23;22;0.9999000776815443;4438635;false
CuttingEdges;23;22;0.9999000776815443;1851;false
LessArea;22;23;null;null;true
DistanceFromG2;23;22;0.9999000776815443;6499109;false
CuttingSmallerAngle;24;3;3.2542716597470575E-4;43742;false
CuttingSmallerAngle2;24;3;0.0;49128;false
CuttingLargerAngle;24;3;0.4547039640454365;43951;false
CuttingLargerAngle2;24;3;0.4613167384632889;49087;false
DistanceFromG;24;3;9.488771049999315E-4;23379;false
CuttingEdges;24;3;0.5561372458258963;72725;false
LessArea;24;3;1.209443813139537E-5;6665860;false
DistanceFromG2;24;3;0.41426878228580044;46459;false
CuttingSmallerAngle;24;4;0.011578356010468478;77962;false
CuttingSmallerAngle2;24;4;0.0032092621944925384;56956;false
CuttingLargerAngle;24;4;0.7068038256532522;42346;false
CuttingLargerAngle2;24;4;0.7262296876399351;55971;false
DistanceFromG;24;4;0.0038503172058480975;19685;false
CuttingEdges;24;4;0.8089581952020307;62443;false
LessArea;24;4;1.7347884048069506E-5;9160024;false
DistanceFromG2;24;4;0.6651388717611433;94263;false
CuttingSmallerAngle;24;5;0.01233540236499911;42718;false
CuttingSmallerAngle2;24;5;0.0070263750716321165;45249;false
CuttingLargerAngle;24;5;0.8387422753867445;42990;false
CuttingLargerAngle2;24;5;0.7879192617816846;46515;false
DistanceFromG;24;5;0.06708595387840671;25499;false
CuttingEdges;24;5;0.9108182563777703;58323;false
LessArea;24;5;1.636444069333836E-5;7012968;false
DistanceFromG2;24;5;0.7789698688699799;169526;false
CuttingSmallerAngle;24;6;0.01894671215795892;46057;false
CuttingSmallerAngle2;24;6;0.1745970256991603;51675;false
CuttingLargerAngle;24;6;0.8924514599690331;42476;false
CuttingLargerAngle2;24;6;0.904244585138706;47807;false
DistanceFromG;24;6;0.13098614707937684;50301;false
CuttingEdges;24;6;0.958044882316767;104089;false
LessArea;24;6;1.741282801265178E-4;7563183;false
DistanceFromG2;24;6;0.8203299488908072;188641;false
CuttingSmallerAngle;24;7;0.0323406091996547;39578;false
CuttingSmallerAngle2;24;7;0.33964944575571016;42348;false
CuttingLargerAngle;24;7;0.9396452501335965;39358;false
CuttingLargerAngle2;24;7;0.9436310266946667;44223;false
DistanceFromG;24;7;0.19452323207410147;72792;false
CuttingEdges;24;7;0.9745078580790381;51575;false
LessArea;24;7;0.6176129239592667;9224104;false
DistanceFromG2;24;7;0.8862409394225894;405809;false
CuttingSmallerAngle;24;8;0.06371863909784739;49449;false
CuttingSmallerAngle2;24;8;0.009087467858721571;50944;false
CuttingLargerAngle;24;8;0.9549094969923678;38572;false
CuttingLargerAngle2;24;8;0.9598526060443295;53452;false
DistanceFromG;24;8;0.2236815061454351;121070;false
CuttingEdges;24;8;0.9806157058222715;61367;false
LessArea;24;8;0.6180874283974953;7493409;false
DistanceFromG2;24;8;0.8909202395143941;553089;false
CuttingSmallerAngle;24;9;0.09436702703443361;39351;false
CuttingSmallerAngle2;24;9;0.05374953670382795;41490;false
CuttingLargerAngle;24;9;0.9578109370932161;41979;false
CuttingLargerAngle2;24;9;0.9633559101656008;58301;false
DistanceFromG;24;9;0.606075553911292;169703;false
CuttingEdges;24;9;0.9845057638335923;76052;false
LessArea;24;9;0.6526685714408861;8186950;false
DistanceFromG2;24;9;0.9592393910743893;743151;false
CuttingSmallerAngle;24;10;0.1197400693331141;34188;false
CuttingSmallerAngle2;24;10;0.0;37076;false
CuttingLargerAngle;24;10;0.9716398788725833;34894;false
CuttingLargerAngle2;24;10;0.9689248534858576;39348;false
DistanceFromG;24;10;0.8400576862471054;222591;false
CuttingEdges;24;10;0.9884085203015944;45175;false
LessArea;24;10;0.654689459025017;8158740;false
DistanceFromG2;24;10;0.9655698058398762;962139;false
CuttingSmallerAngle;24;11;0.147682273468437;36273;false
CuttingSmallerAngle2;24;11;0.0;45954;false
CuttingLargerAngle;24;11;0.9772851838149655;34595;false
CuttingLargerAngle2;24;11;0.9721770245580195;38981;false
DistanceFromG;24;11;0.893766870829394;333242;false
CuttingEdges;24;11;0.9903508186996492;53980;false
LessArea;24;11;0.9641177287400627;6417125;false
DistanceFromG2;24;11;0.9811492032172757;845420;false
CuttingSmallerAngle;24;12;0.16442293199599897;34207;false
CuttingSmallerAngle2;24;12;0.03663445096654647;38309;false
CuttingLargerAngle;24;12;0.9807073073813732;58414;false
CuttingLargerAngle2;24;12;0.9787946803790741;50789;false
DistanceFromG;24;12;0.8994121757717762;561901;false
CuttingEdges;24;12;0.9920849753659098;67538;false
LessArea;24;12;0.9657046672204326;8852752;false
DistanceFromG2;24;12;0.984287006207095;1172664;false
CuttingSmallerAngle;24;13;0.22778873953494747;40772;false
CuttingSmallerAngle2;24;13;0.05331494128974833;32825;false
CuttingLargerAngle;24;13;0.9859620997245858;30360;false
CuttingLargerAngle2;24;13;0.9885610221893053;33621;false
DistanceFromG;24;13;0.8995080911470109;602327;false
CuttingEdges;24;13;0.9936485100732179;47938;false
LessArea;24;13;0.9681010255136057;9145874;false
DistanceFromG2;24;13;0.9869315301242789;1092091;false
CuttingSmallerAngle;24;14;0.35499308039078664;39217;false
CuttingSmallerAngle2;24;14;0.22575936148895728;31232;false
CuttingLargerAngle;24;14;0.987613214398268;29432;false
CuttingLargerAngle2;24;14;0.9899073312672408;33149;false
DistanceFromG;24;14;0.9064516792041765;837317;false
CuttingEdges;24;14;0.9950883677319463;36810;false
LessArea;24;14;0.9688362868440076;7412306;false
DistanceFromG2;24;14;0.9897096504569682;1483332;false
CuttingSmallerAngle;24;15;0.4274400186349872;28686;false
CuttingSmallerAngle2;24;15;0.3925566476157375;30989;false
CuttingLargerAngle;24;15;0.988562091503268;28572;false
CuttingLargerAngle2;24;15;0.9907729862529507;33811;false
DistanceFromG;24;15;0.9098738027705842;1252703;false
CuttingEdges;24;15;0.9957227591677911;55950;false
LessArea;24;15;0.9698281301032164;6847022;false
DistanceFromG2;24;15;0.9910661679067154;2044904;false
CuttingSmallerAngle;24;16;0.4926419204998561;26393;false
CuttingSmallerAngle2;24;16;0.4845736125782544;38425;false
CuttingLargerAngle;24;16;0.993210561653033;41584;false
CuttingLargerAngle2;24;16;0.9947913287832387;32518;false
DistanceFromG;24;16;0.9778435483207958;1453722;false
CuttingEdges;24;16;0.9963555491825049;64492;false
LessArea;24;16;0.972562807779265;7544202;false
DistanceFromG2;24;16;0.9934195201490799;1811064;false
CuttingSmallerAngle;24;17;0.6271495320699908;33079;false
CuttingSmallerAngle2;24;17;0.5835900451942592;24605;false
CuttingLargerAngle;24;17;0.9944643126293145;23259;false
CuttingLargerAngle2;24;17;0.9957827830036009;26737;false
DistanceFromG;24;17;0.978237486469081;2007267;false
CuttingEdges;24;17;0.9970262147240355;40149;false
LessArea;24;17;0.989042652854639;8564313;false
DistanceFromG2;24;17;0.9936798618818596;2151973;false
CuttingSmallerAngle;24;18;0.6645462517641578;20728;false
CuttingSmallerAngle2;24;18;0.6845540755936295;21545;false
CuttingLargerAngle;24;18;0.994611611241282;21023;false
CuttingLargerAngle2;24;18;0.9961818661350724;23826;false
DistanceFromG;24;18;0.9811731820610844;2310394;false
CuttingEdges;24;18;0.9975273186373521;38461;false
LessArea;24;18;0.9917069414744005;8715882;false
DistanceFromG2;24;18;0.9914738082514627;2623429;false
CuttingSmallerAngle;24;19;0.8054767679258985;17265;false
CuttingSmallerAngle2;24;19;0.7843342094330042;18720;false
CuttingLargerAngle;24;19;0.9950843370192242;18226;false
CuttingLargerAngle2;24;19;0.9965854138860383;20431;false
DistanceFromG;24;19;0.986427974404297;3067083;false
CuttingEdges;24;19;0.9981257721241813;24554;false
LessArea;24;19;0.993131816539265;9400097;false
DistanceFromG2;24;19;0.9970882832518053;3110516;false
CuttingSmallerAngle;24;20;0.8690138529206232;15592;false
CuttingSmallerAngle2;24;20;0.8849212172602903;16431;false
CuttingLargerAngle;24;20;0.9978624573519135;16108;false
CuttingLargerAngle2;24;20;0.997325793014007;18082;false
DistanceFromG;24;20;0.9876817253805785;3633119;false
CuttingEdges;24;20;0.9984865214473543;37388;false
LessArea;24;20;0.9936450405288411;8074460;false
DistanceFromG2;24;20;0.9983420342280868;3800514;false
CuttingSmallerAngle;24;21;0.9329140461215933;11985;false
CuttingSmallerAngle2;24;21;0.9398208024523429;13393;false
CuttingLargerAngle;24;21;0.9988113344569134;13250;false
CuttingLargerAngle2;24;21;0.9982680820926835;15322;false
DistanceFromG;24;21;0.9934297967964265;4419419;false
CuttingEdges;24;21;0.9987668023184116;16235;false
LessArea;24;21;0.9985315132861258;7009254;false
DistanceFromG2;24;21;0.9993765500609748;4390202;false
CuttingSmallerAngle;24;22;0.9557727353694797;9645;false
CuttingSmallerAngle2;24;22;0.9731679460764573;19735;false
CuttingLargerAngle;24;22;0.9988284622024911;11757;false
CuttingLargerAngle2;24;22;0.9986994730752119;12534;false
DistanceFromG;24;22;0.9952487633767693;5459321;false
CuttingEdges;24;22;0.9991367616228881;11794;false
LessArea;24;22;0.9991930123676213;7559378;false
DistanceFromG2;24;22;0.9998355736424549;5416970;false
CuttingSmallerAngle;24;23;0.9786793823049835;6631;false
CuttingSmallerAngle2;24;23;0.9869497324730856;7343;false
CuttingLargerAngle;24;23;0.9998013181512997;6973;false
CuttingLargerAngle2;24;23;0.999283551738058;7587;false
DistanceFromG;24;23;0.9990271440511914;5892699;false
CuttingEdges;24;23;0.9997465093654513;14360;false
LessArea;24;23;0.9997692761304052;7164687;false
DistanceFromG2;24;23;0.9999828722544224;6243437;false
CuttingSmallerAngle;24;3;6.209380303845676E-4;65201;false
CuttingSmallerAngle2;24;3;9.621560368073855E-4;58703;false
CuttingLargerAngle;24;3;0.50291249504728;51435;false
CuttingLargerAngle2;24;3;0.4048064769419335;66979;false
DistanceFromG;24;3;5.913695527472073E-4;21860;false
CuttingEdges;24;3;0.3230804171076778;70049;false
LessArea;24;3;1.3853283816449817E-4;7136178;false
DistanceFromG2;24;3;0.40834067617194664;66211;false
CuttingSmallerAngle;24;4;0.005233620541812784;82864;false
CuttingSmallerAngle2;24;4;1.6141359049641697E-8;52407;false
CuttingLargerAngle;24;4;0.7067664504225335;42440;false
CuttingLargerAngle2;24;4;0.6072225879011137;47117;false
DistanceFromG;24;4;0.10028149190710767;22346;false
CuttingEdges;24;4;0.8646186678682307;115911;false
LessArea;24;4;1.376620686167431E-4;8406599;false
DistanceFromG2;24;4;0.7114500972802914;99072;false
CuttingSmallerAngle;24;5;0.022052170621943357;42204;false
CuttingSmallerAngle2;24;5;0.00566397382290062;45832;false
CuttingLargerAngle;24;5;0.7778342864239292;39324;false
CuttingLargerAngle2;24;5;0.7713615754258665;42758;false
DistanceFromG;24;5;0.12445372237564976;23889;false
CuttingEdges;24;5;0.919078581556616;55006;false
LessArea;24;5;4.224809858987872E-5;8491885;false
DistanceFromG2;24;5;0.7935824576135873;168747;false
CuttingSmallerAngle;24;6;0.036103111195217;45059;false
CuttingSmallerAngle2;24;6;0.013311901143208517;49098;false
CuttingLargerAngle;24;6;0.8425448997332924;42037;false
CuttingLargerAngle2;24;6;0.8419583244397796;42968;false
DistanceFromG;24;6;0.15055086073838403;41417;false
CuttingEdges;24;6;0.9565791367124584;84680;false
LessArea;24;6;1.0336250489889234E-4;6874153;false
DistanceFromG2;24;6;0.8526721033240883;258388;false
CuttingSmallerAngle;24;7;0.12435318955168274;49933;false
CuttingSmallerAngle2;24;7;0.011556619500384462;53622;false
CuttingLargerAngle;24;7;0.899777645048167;37471;false
CuttingLargerAngle2;24;7;0.893362109409386;51684;false
DistanceFromG;24;7;0.27059296625053963;73614;false
CuttingEdges;24;7;0.9646070043828749;61008;false
LessArea;24;7;0.45292226508820377;10340276;false
DistanceFromG2;24;7;0.9066641434899083;350682;false
CuttingSmallerAngle;24;8;0.18709158540263396;38457;false
CuttingSmallerAngle2;24;8;7.886170883291748E-6;41708;false
CuttingLargerAngle;24;8;0.9193135382231711;36475;false
CuttingLargerAngle2;24;8;0.9081193361527935;40755;false
DistanceFromG;24;8;0.5066144684474775;120106;false
CuttingEdges;24;8;0.9720007749973678;59194;false
LessArea;24;8;0.5041810995156896;8368661;false
DistanceFromG2;24;8;0.9316968166576975;547304;false
CuttingSmallerAngle;24;9;0.2985056091402078;40215;false
CuttingSmallerAngle2;9;24;null;null;true
CuttingLargerAngle;24;9;0.9556827657171243;35275;false
CuttingLargerAngle2;24;9;0.9379891639069674;40050;false
DistanceFromG;24;9;0.5197221745841194;170684;false
CuttingEdges;24;9;0.978308885420981;87495;false
LessArea;24;9;0.9187576451718275;7570577;false
DistanceFromG2;24;9;0.9525869461084927;564159;false
CuttingSmallerAngle;24;10;0.3809277405543498;48205;false
CuttingSmallerAngle2;24;10;0.018723871713404804;43073;false
CuttingLargerAngle;24;10;0.958184258925245;34403;false
CuttingLargerAngle2;24;10;0.9644622711559155;40970;false
DistanceFromG;24;10;0.5228682606047345;247404;false
CuttingEdges;24;10;0.9841730780338568;54262;false
LessArea;24;10;0.9225666180644002;9474328;false
DistanceFromG2;24;10;0.9420073448098452;588638;false
CuttingSmallerAngle;24;11;0.3996091047256341;34193;false
CuttingSmallerAngle2;24;11;0.03305672890973803;38420;false
CuttingLargerAngle;24;11;0.9730572031768372;31847;false
CuttingLargerAngle2;24;11;0.9751306050929733;36029;false
DistanceFromG;24;11;0.524666024045086;331180;false
CuttingEdges;24;11;0.9891748653344229;42685;false
LessArea;24;11;0.9240854174658085;8824956;false
DistanceFromG2;24;11;0.9641600482557555;717576;false
CuttingSmallerAngle;24;12;0.47142502321125496;36150;false
CuttingSmallerAngle2;24;12;0.1388992567567769;36141;false
CuttingLargerAngle;24;12;0.9753044074772766;30701;false
CuttingLargerAngle2;24;12;0.9757352950546547;34859;false
DistanceFromG;24;12;0.5729129090059669;462604;false
CuttingEdges;24;12;0.9940002256940107;50737;false
LessArea;24;12;0.9524744460653666;7161987;false
DistanceFromG2;24;12;0.967235169930041;1128573;false
CuttingSmallerAngle;24;13;0.6411007752854837;32294;false
CuttingSmallerAngle2;24;13;0.3113253404459442;41821;false
CuttingLargerAngle;24;13;0.9759933530062271;35763;false
CuttingLargerAngle2;24;13;0.9773100080158662;37006;false
DistanceFromG;24;13;0.6807432332538927;652860;false
CuttingEdges;24;13;0.9953840700796817;86837;false
LessArea;24;13;0.961772174541772;7853448;false
DistanceFromG2;24;13;0.9673386596017718;1310628;false
CuttingSmallerAngle;24;14;0.6554119184619661;28860;false
CuttingSmallerAngle2;24;14;0.5166604317511826;31898;false
